text,category,category2
"WebContents will stay alive as long as there's a page loaded in it. As you've discovered, the BrowserView can be GC'd while the WebContents stays alive, if there's a page loaded. To make sure the WebContents is closed, you must call destroy or otherwise close the WebContents (window.close() from the loaded page also works fine).",clarifying,solution
"Since the RendererClientBase is guaranteed to have only one instance per process, I think you can add a RendererClientBase::Get() method to return the global instance, like what we do in ElectronBrowserMainParts::Get.",clarifying,solution
"So, for now, AppStore is a preferable way to distribute Electron Apps if you need integrity protection.",clarifying,solution
"One more note I forgot to add (geez I'm good at forgetting things to add to initial PR descriptions): there were a few values that had to be hardcoded from Adwaita's CSS, namely, the box-shadow and border-top-[left/right]-radius. For the latter in particular, my rationale is that both Yaru and Adwaita have a border-radius on the top of the window, thus omitting it would make the windows look out-of-place in what is quite likely the two most oft-used themes (Yaru is Ubuntu's default, Adwaita is the upstream GNOME default). On the other hand, this does mean that it still looks out of place in themes like Adapta that use sharp corners. I'm not sure if there's an ideal solution here, but I think this one is ""good enough"" for the moment (since there aren't any decorations right now).",clarifying,solution
"I've written a mempool.dat parser a few years ago for fun. However, as you said, the RPCs are powerful enough and if someone really really wants to read the file, they can implement XOR functionality. Similar to block0000.dat files, these files are not something considered an interface for others to rely on.",clarifying,solution
"The com.docker.network prefix is ""owned"" by a higher layer, so it makes sense to me to have that higher layer emit a warning or log a message if it sees that com.docker.network.host_ipv4 is set.",clarifying,solution
"It's fine if you want to remove the randomization as well as you say in the other comment but that's not what I meant when I said ""Why not reduce the values instead?"". You replied to that ""Yes, this patch is reducing the value."". But that is not the only thing that it does and that's why it's not what I suggested. What I suggested is reducing the max value in seek.",clarifying,solution
@tarruda I agree for the security constraints and this the reason I'm interested in your contribution. However I also need to establish a communication with a standalone node.js process (non electron process). Websocket seems an easy option for a electron renderer to communicate with the node.js process. Is it possible to require the websocket module in the preload in js or this can only be achievable by modifying electron code ? Thanks,clarifying,solution
"""The default proxy protocol of the Windows system is http. http://127.0.0.1 is valid in most cases, but it cannot work in some software, for example: IDM (internate download manager). So I thought compatibility would be better without http://, I tested it and it works. I refer to clash and other software, none of them add http:// prefix.""",clarifying,statusofactions
"Alright, now I have a better understanding of what's going on in Electron thanks to invaluable help of @addaleax . Electron uses scoped microtask policy (with some floating v8 patches so that node's explicit policy use doesn't crash it), and so the microtasks queue is not emptied until we left uv_run(). This explains why I was seeing napi_threadsafe_function calls happening after uv_run()!",clarifying,statusofactions
I am not sure what stops malicious code from removing extended attributes but I'm guessing Apple has thought of that? There has been work on adding this attribute here.,clarifying,statusofactions
"Clang prior to version 15, when compiling for 32-bit, is the culprit here (I misread the CI). Have updated the docs.",clarifying,statusofactions
